"COUNTRY","Country","ISC11","Level of education","EXP","Experience level","QUAL","Qualification level","GRADE","Category","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"BRA","Brazil","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"BRA","Brazil","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"CHN","China","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IND","India","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"IDN","Indonesia","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"SAU","Saudi Arabia","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ZAF","South Africa","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"PER","Peru","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ROU","Romania","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27792.079,,
"BGR","Bulgaria","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",22850.568,,
"ROU","Romania","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",23299.511,,
"BGR","Bulgaria","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",22006.484,,
"PER","Peru","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"HRV","Croatia","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",31360.936,,
"E25","European Union 25 members in OECD and accession countries","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",35175.378,,
"BGR","Bulgaria","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",21328.202,,
"E25","European Union 25 members in OECD and accession countries","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",61090.483,,
"ROU","Romania","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27792.079,,
"ROU","Romania","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",29968.64,,
"PER","Peru","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"E25","European Union 25 members in OECD and accession countries","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",36985.268,,
"PER","Peru","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"PER","Peru","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"PER","Peru","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"HRV","Croatia","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",31360.936,,
"BGR","Bulgaria","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
"ROU","Romania","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",39720.725,,
"HRV","Croatia","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",35841.069,,
"HRV","Croatia","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",35841.069,,
"HRV","Croatia","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",30016.897,,
"BGR","Bulgaria","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",,"m","Missing data"
